,법정동코드,법정동명,폐지여부
25159,4582033022,전라북도 옥구군 임피면 축산리,폐지
25160,4582033023,전라북도 옥구군 임피면 미원리,폐지
25161,4582033024,전라북도 옥구군 임피면 보석리,폐지
25162,4582033025,전라북도 옥구군 임피면 술산리,폐지
25163,4582033026,전라북도 옥구군 임피면 월하리,폐지
25164,4582033027,전라북도 옥구군 임피면 영창리,폐지
25165,4582034000,전라북도 옥구군 서수면,폐지
25166,4582034001,전라북도 옥구군 서수면 신기리,폐지
25167,4582034021,전라북도 옥구군 서수면 서수리,폐지
25168,4582034022,전라북도 옥구군 서수면 축동리,폐지
25169,4582034023,전라북도 옥구군 서수면 관원리,폐지
25170,4582034024,전라북도 옥구군 서수면 마룡리,폐지
25171,4582034025,전라북도 옥구군 서수면 화등리,폐지
25172,4582034026,전라북도 옥구군 서수면 금암리,폐지
25173,4582035000,전라북도 옥구군 대야면,폐지
25174,4582035021,전라북도 옥구군 대야면 산월리,폐지
25175,4582035022,전라북도 옥구군 대야면 지경리,폐지
25176,4582035023,전라북도 옥구군 대야면 복교리,폐지
25177,4582035024,전라북도 옥구군 대야면 광교리,폐지
25178,4582035025,전라북도 옥구군 대야면 접산리,폐지
25179,4582035026,전라북도 옥구군 대야면 죽산리,폐지
25180,4582035027,전라북도 옥구군 대야면 보덕리,폐지
25181,4582036000,전라북도 옥구군 개정면,폐지
25182,4582036001,전라북도 옥구군 개정면 개정리,폐지
25183,4582036021,전라북도 옥구군 개정면 아동리,폐지
25184,4582036022,전라북도 옥구군 개정면 운회리,폐지
25185,4582036023,전라북도 옥구군 개정면 아산리,폐지
25186,4582036024,전라북도 옥구군 개정면 발산리,폐지
25187,4582036025,전라북도 옥구군 개정면 통사리,폐지
25188,4582036026,전라북도 옥구군 개정면 옥석리,폐지
25189,4582037000,전라북도 옥구군 성산면,폐지
25190,4582037001,전라북도 옥구군 성산면 내흥리,폐지
25191,4582037021,전라북도 옥구군 성산면 성덕리,폐지
25192,4582037022,전라북도 옥구군 성산면 둔덕리,폐지
25193,4582037023,전라북도 옥구군 성산면 고봉리,폐지
25194,4582037024,전라북도 옥구군 성산면 도암리,폐지
25195,4582037025,전라북도 옥구군 성산면 여방리,폐지
25196,4582037026,전라북도 옥구군 성산면 대명리,폐지
25197,4582037027,전라북도 옥구군 성산면 창오리,폐지
25198,4582037028,전라북도 옥구군 성산면 산곡리,폐지
25199,4582038000,전라북도 옥구군 나포면,폐지
25200,4582038021,전라북도 옥구군 나포면 나포리,폐지
25201,4582038022,전라북도 옥구군 나포면 장상리,폐지
25202,4582038023,전라북도 옥구군 나포면 옥곤리,폐지
25203,4582038024,전라북도 옥구군 나포면 주곡리,폐지
25204,4582038025,전라북도 옥구군 나포면 부곡리,폐지
25205,4582038026,전라북도 옥구군 나포면 서포리,폐지
25206,4582039000,전라북도 옥구군 옥도면,폐지
25207,4582039001,전라북도 옥구군 옥도면 두리도리,폐지
25208,4582039002,전라북도 옥구군 옥도면 죽도리,폐지
25209,4582039003,전라북도 옥구군 옥도면 대장도리,폐지
25210,4582039021,전라북도 옥구군 옥도면 오식도리,폐지
25211,4582039022,전라북도 옥구군 옥도면 비응도리,폐지
25212,4582039023,전라북도 옥구군 옥도면 개야도리,폐지
25213,4582039024,전라북도 옥구군 옥도면 연도리,폐지
25214,4582039025,전라북도 옥구군 옥도면 어청도리,폐지
25215,4582039026,전라북도 옥구군 옥도면 선유도리,폐지
25216,4582039027,전라북도 옥구군 옥도면 무녀도리,폐지
25217,4582039028,전라북도 옥구군 옥도면 신시도리,폐지
25218,4582039029,전라북도 옥구군 옥도면 야미도리,폐지
25219,4582039030,전라북도 옥구군 옥도면 장자도리,폐지
25220,4582039031,전라북도 옥구군 옥도면 관리도리,폐지
25221,4582039032,전라북도 옥구군 옥도면 말도리,폐지
25222,4582039033,전라북도 옥구군 옥도면 비안도리,폐지
25223,4582040000,전라북도 옥구군 옥서면,폐지
25224,4582040021,전라북도 옥구군 옥서면 옥봉리,폐지
25225,4582040022,전라북도 옥구군 옥서면 선연리,폐지
25226,4583000000,전라북도 익산군,폐지
25227,4583003000,전라북도 익산군 함열면,폐지
25228,4583003001,전라북도 익산군 함열면 와리,폐지
25229,4583003002,전라북도 익산군 함열면 남당리,폐지
25230,4583003003,전라북도 익산군 함열면 흘산리,폐지
25231,4583003004,전라북도 익산군 함열면 석매리,폐지
25232,4583003005,전라북도 익산군 함열면 용지리,폐지
25233,4583003006,전라북도 익산군 함열면 다송리,폐지
25234,4583003500,전라북도 익산군 팔봉면,폐지
25235,4583003501,전라북도 익산군 팔봉면 팔봉리,폐지
25236,4583003502,전라북도 익산군 팔봉면 덕기리,폐지
25237,4583003503,전라북도 익산군 팔봉면 석왕리,폐지
25238,4583003504,전라북도 익산군 팔봉면 은기리,폐지
25239,4583003505,전라북도 익산군 팔봉면 정족리,폐지
25240,4583003506,전라북도 익산군 팔봉면 임상리,폐지
25241,4583003507,전라북도 익산군 팔봉면 월성리,폐지
25242,4583003508,전라북도 익산군 팔봉면 용제리,폐지
25243,4583003509,전라북도 익산군 팔봉면 부송리,폐지
25244,4583003510,전라북도 익산군 팔봉면 석암리,폐지
25245,4583004000,전라북도 익산군 북일면,폐지
25246,4583004001,전라북도 익산군 북일면 신리,폐지
25247,4583004002,전라북도 익산군 북일면 만석리,폐지
25248,4583004003,전라북도 익산군 북일면 현영리,폐지
25249,4583004004,전라북도 익산군 북일면 신용리,폐지
25250,4583004005,전라북도 익산군 북일면 영등리,폐지
25251,4583004006,전라북도 익산군 북일면 어양리,폐지
25252,4583004007,전라북도 익산군 북일면 신흥리,폐지
25253,4583004008,전라북도 익산군 북일면 금강리,폐지
25254,4583004500,전라북도 익산군 황화면,폐지
25255,4583004501,전라북도 익산군 황화면 마전리,폐지
25256,4583004502,전라북도 익산군 황화면 고내리,폐지
25257,4583004503,전라북도 익산군 황화면 황화정리,폐지
25258,4583004504,전라북도 익산군 황화면 안심리,폐지
25259,4583004505,전라북도 익산군 황화면 화화리,폐지
25260,4583004506,전라북도 익산군 황화면 봉동리,폐지
25261,4583011000,전라북도 익산군 함열읍,폐지
25262,4583011021,전라북도 익산군 함열읍 와리,폐지
25263,4583011022,전라북도 익산군 함열읍 남당리,폐지
25264,4583011023,전라북도 익산군 함열읍 흘산리,폐지
25265,4583011024,전라북도 익산군 함열읍 석매리,폐지
25266,4583011025,전라북도 익산군 함열읍 용지리,폐지
25267,4583011026,전라북도 익산군 함열읍 다송리,폐지
25268,4583031000,전라북도 익산군 오산면,폐지
25269,4583031021,전라북도 익산군 오산면 송학리,폐지
25270,4583031022,전라북도 익산군 오산면 장신리,폐지
25271,4583031023,전라북도 익산군 오산면 영만리,폐지
25272,4583031024,전라북도 익산군 오산면 오산리,폐지
25273,4583031025,전라북도 익산군 오산면 신지리,폐지
25274,4583031026,전라북도 익산군 오산면 남전리,폐지
25275,4583031027,전라북도 익산군 오산면 목천리,폐지
25276,4583032000,전라북도 익산군 황등면,폐지
25277,4583032021,전라북도 익산군 황등면 황등리,폐지
25278,4583032022,전라북도 익산군 황등면 동련리,폐지
25279,4583032023,전라북도 익산군 황등면 죽촌리,폐지
25280,4583032024,전라북도 익산군 황등면 신성리,폐지
25281,4583032025,전라북도 익산군 황등면 구자리,폐지
25282,4583032026,전라북도 익산군 황등면 용산리,폐지
25283,4583032027,전라북도 익산군 황등면 율촌리,폐지
25284,4583032028,전라북도 익산군 황등면 신기리,폐지
25285,4583033000,전라북도 익산군 함라면,폐지
25286,4583033021,전라북도 익산군 함라면 함열리,폐지
25287,4583033022,전라북도 익산군 함라면 금성리,폐지
25288,4583033023,전라북도 익산군 함라면 신대리,폐지
25289,4583033024,전라북도 익산군 함라면 다망리,폐지
25290,4583033025,전라북도 익산군 함라면 신등리,폐지
25291,4583033026,전라북도 익산군 함라면 신목리,폐지
25292,4583034000,전라북도 익산군 웅포면,폐지
25293,4583034021,전라북도 익산군 웅포면 입점리,폐지
25294,4583034022,전라북도 익산군 웅포면 웅포리,폐지
25295,4583034023,전라북도 익산군 웅포면 송천리,폐지
25296,4583034024,전라북도 익산군 웅포면 고창리,폐지
25297,4583034025,전라북도 익산군 웅포면 맹산리,폐지
25298,4583034026,전라북도 익산군 웅포면 제성리,폐지
25299,4583034027,전라북도 익산군 웅포면 대붕암리,폐지
25300,4583035000,전라북도 익산군 성당면,폐지
25301,4583035021,전라북도 익산군 성당면 장선리,폐지
25302,4583035022,전라북도 익산군 성당면 와초리,폐지
25303,4583035023,전라북도 익산군 성당면 대선리,폐지
25304,4583035024,전라북도 익산군 성당면 갈산리,폐지
25305,4583035025,전라북도 익산군 성당면 두동리,폐지
25306,4583035026,전라북도 익산군 성당면 성당리,폐지
25307,4583035027,전라북도 익산군 성당면 부곡리,폐지
25308,4583036000,전라북도 익산군 용안면,폐지
25309,4583036001,전라북도 익산군 용안면 흥왕리,폐지
25310,4583036002,전라북도 익산군 용안면 구산리,폐지
25311,4583036003,전라북도 익산군 용안면 용성리,폐지
25312,4583036004,전라북도 익산군 용안면 대조리,폐지
25313,4583036005,전라북도 익산군 용안면 화실리,폐지
25314,4583036006,전라북도 익산군 용안면 화배리,폐지
25315,4583036021,전라북도 익산군 용안면 교동리,폐지
25316,4583036022,전라북도 익산군 용안면 덕용리,폐지
25317,4583036023,전라북도 익산군 용안면 중신리,폐지
25318,4583036024,전라북도 익산군 용안면 창리,폐지
25319,4583036025,전라북도 익산군 용안면 용두리,폐지
25320,4583036026,전라북도 익산군 용안면 법성리,폐지
25321,4583036027,전라북도 익산군 용안면 석동리,폐지
25322,4583036028,전라북도 익산군 용안면 난포리,폐지
25323,4583036029,전라북도 익산군 용안면 송산리,폐지
25324,4583036030,전라북도 익산군 용안면 동지산리,폐지
25325,4583036031,전라북도 익산군 용안면 칠목리,폐지
25326,4583037000,전라북도 익산군 낭산면,폐지
25327,4583037021,전라북도 익산군 낭산면 삼담리,폐지
25328,4583037022,전라북도 익산군 낭산면 호암리,폐지
25329,4583037023,전라북도 익산군 낭산면 석천리,폐지
25330,4583037024,전라북도 익산군 낭산면 낭산리,폐지
25331,4583037025,전라북도 익산군 낭산면 성남리,폐지
25332,4583037026,전라북도 익산군 낭산면 구평리,폐지
25333,4583037027,전라북도 익산군 낭산면 용기리,폐지
25334,4583038000,전라북도 익산군 망성면,폐지
25335,4583038021,전라북도 익산군 망성면 신작리,폐지
25336,4583038022,전라북도 익산군 망성면 화산리,폐지
25337,4583038023,전라북도 익산군 망성면 장선리,폐지
25338,4583038024,전라북도 익산군 망성면 어량리,폐지
25339,4583038025,전라북도 익산군 망성면 내촌리,폐지
25340,4583038026,전라북도 익산군 망성면 무형리,폐지
25341,4583039000,전라북도 익산군 여산면,폐지
25342,4583039021,전라북도 익산군 여산면 여산리,폐지
25343,4583039022,전라북도 익산군 여산면 제남리,폐지
25344,4583039023,전라북도 익산군 여산면 원수리,폐지
25345,4583039024,전라북도 익산군 여산면 호산리,폐지
25346,4583039025,전라북도 익산군 여산면 태성리,폐지
25347,4583039026,전라북도 익산군 여산면 두여리,폐지
25348,4583040000,전라북도 익산군 금마면,폐지
25349,4583040021,전라북도 익산군 금마면 동고도리,폐지
25350,4583040022,전라북도 익산군 금마면 서고도리,폐지
25351,4583040023,전라북도 익산군 금마면 신용리,폐지
25352,4583040024,전라북도 익산군 금마면 산북리,폐지
25353,4583040025,전라북도 익산군 금마면 용순리,폐지
25354,4583040026,전라북도 익산군 금마면 기양리,폐지
25355,4583040027,전라북도 익산군 금마면 갈산리,폐지
25356,4583041000,전라북도 익산군 왕궁면,폐지
25357,4583041021,전라북도 익산군 왕궁면 광암리,폐지
25358,4583041022,전라북도 익산군 왕궁면 흥암리,폐지
25359,4583041023,전라북도 익산군 왕궁면 구덕리,폐지
25360,4583041024,전라북도 익산군 왕궁면 온수리,폐지
25361,4583041025,전라북도 익산군 왕궁면 쌍제리,폐지
25362,4583041026,전라북도 익산군 왕궁면 발산리,폐지
25363,4583041027,전라북도 익산군 왕궁면 평장리,폐지
25364,4583041028,전라북도 익산군 왕궁면 동촌리,폐지
25365,4583041029,전라북도 익산군 왕궁면 도순리,폐지
25366,4583041030,전라북도 익산군 왕궁면 용화리,폐지
25367,4583041031,전라북도 익산군 왕궁면 동봉리,폐지
25368,4583041032,전라북도 익산군 왕궁면 동용리,폐지
25369,4583041033,전라북도 익산군 왕궁면 왕궁리,폐지
25370,4583042000,전라북도 익산군 춘포면,폐지
25371,4583042001,전라북도 익산군 춘포면 석탄리,폐지
25372,4583042021,전라북도 익산군 춘포면 대장촌리,폐지
25373,4583042022,전라북도 익산군 춘포면 덕실리,폐지
25374,4583042023,전라북도 익산군 춘포면 삼포리,폐지
25375,4583042024,전라북도 익산군 춘포면 오산리,폐지
25376,4583042025,전라북도 익산군 춘포면 신동리,폐지
25377,4583042026,전라북도 익산군 춘포면 창평리,폐지
25378,4583042027,전라북도 익산군 춘포면 천서리,폐지
25379,4583042028,전라북도 익산군 춘포면 천동리,폐지
25380,4583042029,전라북도 익산군 춘포면 쌍정리,폐지
25381,4583042030,전라북도 익산군 춘포면 인수리,폐지
25382,4583042031,전라북도 익산군 춘포면 용연리,폐지
25383,4583043000,전라북도 익산군 삼기면,폐지
25384,4583043021,전라북도 익산군 삼기면 간촌리,폐지
25385,4583043022,전라북도 익산군 삼기면 서두리,폐지
25386,4583043023,전라북도 익산군 삼기면 오룡리,폐지
25387,4583043024,전라북도 익산군 삼기면 연동리,폐지
25388,4583043025,전라북도 익산군 삼기면 기산리,폐지
25389,4583043026,전라북도 익산군 삼기면 용연리,폐지
25390,4583044000,전라북도 익산군 용동면,폐지
25391,4583044021,전라북도 익산군 용동면 흥왕리,폐지
25392,4583044022,전라북도 익산군 용동면 구산리,폐지
25393,4583044023,전라북도 익산군 용동면 용성리,폐지
25394,4583044024,전라북도 익산군 용동면 대조리,폐지
25395,4583044025,전라북도 익산군 용동면 화실리,폐지
25396,4583044026,전라북도 익산군 용동면 화배리,폐지
25397,4600000000,전라남도,존재
25398,4601000000,전라남도 광주시,폐지
25399,4601000100,전라남도 광주시 대인동,폐지
25400,4601000200,전라남도 광주시 금남로5가,폐지
25401,4601000300,전라남도 광주시 충장로5가,폐지
25402,4601000400,전라남도 광주시 수기동,폐지
25403,4601000500,전라남도 광주시 대의동,폐지
25404,4601000600,전라남도 광주시 궁동,폐지
25405,4601000700,전라남도 광주시 장동,폐지
25406,4601000800,전라남도 광주시 동명동,폐지
25407,4601000900,전라남도 광주시 계림동,폐지
25408,4601001000,전라남도 광주시 산수동,폐지
25409,4601001100,전라남도 광주시 지산동,폐지
25410,4601001200,전라남도 광주시 남동,폐지
25411,4601001300,전라남도 광주시 금동,폐지
25412,4601001400,전라남도 광주시 광산동,폐지
25413,4601001500,전라남도 광주시 충장로1가,폐지
25414,4601001600,전라남도 광주시 충장로2가,폐지
25415,4601001700,전라남도 광주시 충장로3가,폐지
25416,4601001800,전라남도 광주시 충장로4가,폐지
25417,4601001900,전라남도 광주시 금남로1가,폐지
25418,4601002000,전라남도 광주시 금남로2가,폐지
25419,4601002100,전라남도 광주시 금남로3가,폐지
25420,4601002200,전라남도 광주시 금남로4가,폐지
25421,4601002300,전라남도 광주시 호남동,폐지
25422,4601002400,전라남도 광주시 황금동,폐지
25423,4601002500,전라남도 광주시 불로동,폐지
25424,4601002600,전라남도 광주시 서석동,폐지
25425,4601002700,전라남도 광주시 학동,폐지
25426,4601002800,전라남도 광주시 운림동,폐지
25427,4601002900,전라남도 광주시 소태동,폐지
25428,4601003000,전라남도 광주시 용연동,폐지
25429,4601003100,전라남도 광주시 월남동,폐지
25430,4601003200,전라남도 광주시 선교동,폐지
25431,4601003300,전라남도 광주시 내남동,폐지
25432,4601003400,전라남도 광주시 용산동,폐지
25433,4601003500,전라남도 광주시 중흥동,폐지
25434,4601003600,전라남도 광주시 양림동,폐지
25435,4601003700,전라남도 광주시 방림동,폐지
25436,4601003800,전라남도 광주시 우산동,폐지
25437,4601003900,전라남도 광주시 풍향동,폐지
25438,4601004000,전라남도 광주시 두암동,폐지
25439,4601004100,전라남도 광주시 각화동,폐지
25440,4601004200,전라남도 광주시 문흥동,폐지
25441,4601004300,전라남도 광주시 오치동,폐지
25442,4601004400,전라남도 광주시 삼각동,폐지
25443,4601004500,전라남도 광주시 매곡동,폐지
25444,4601004600,전라남도 광주시 덕의동,폐지
25445,4601004700,전라남도 광주시 충효동,폐지
25446,4601004800,전라남도 광주시 금곡동,폐지
25447,4601004900,전라남도 광주시 망월동,폐지
25448,4601005000,전라남도 광주시 청풍동,폐지
25449,4601005100,전라남도 광주시 화암동,폐지
25450,4601005200,전라남도 광주시 장등동,폐지
25451,4601005300,전라남도 광주시 운정동,폐지
25452,4601005400,전라남도 광주시 유동,폐지
25453,4601005500,전라남도 광주시 누문동,폐지
25454,4601005600,전라남도 광주시 봉선동,폐지
25455,4601005700,전라남도 광주시 북동,폐지
25456,4601005800,전라남도 광주시 서동,폐지
25457,4601005900,전라남도 광주시 양동,폐지
25458,4601006000,전라남도 광주시 월산동,폐지
25459,4601006100,전라남도 광주시 농성동,폐지
25460,4601006200,전라남도 광주시 백운동,폐지
25461,4601006300,전라남도 광주시 주월동,폐지
25462,4601006400,전라남도 광주시 노대동,폐지
25463,4601006500,전라남도 광주시 진월동,폐지
25464,4601006600,전라남도 광주시 덕남동,폐지
25465,4601006700,전라남도 광주시 행암동,폐지
25466,4601006800,전라남도 광주시 임암동,폐지
25467,4601006900,전라남도 광주시 송하동,폐지
25468,4601007000,전라남도 광주시 임동,폐지
25469,4601007100,전라남도 광주시 신안동,폐지
25470,4601007200,전라남도 광주시 용봉동,폐지
25471,4601007300,전라남도 광주시 동림동,폐지
25472,4601007400,전라남도 광주시 광천동,폐지
25473,4601007500,전라남도 광주시 유촌동,폐지
25474,4601007600,전라남도 광주시 덕흥동,폐지
25475,4601007700,전라남도 광주시 치평동,폐지
25476,4601007800,전라남도 광주시 내방동,폐지
25477,4601007900,전라남도 광주시 쌍촌동,폐지
25478,4601008000,전라남도 광주시 화정동,폐지
25479,4601008100,전라남도 광주시 운암동,폐지
25480,4601008200,전라남도 광주시 본촌동,폐지
25481,4601008300,전라남도 광주시 일곡동,폐지
25482,4601008400,전라남도 광주시 양산동,폐지
25483,4601008500,전라남도 광주시 연제동,폐지
25484,4601008600,전라남도 광주시 신용동,폐지
25485,4601008700,전라남도 광주시 용두동,폐지
25486,4601008800,전라남도 광주시 지야동,폐지
25487,4601008900,전라남도 광주시 태령동,폐지
25488,4601009000,전라남도 광주시 수곡동,폐지
25489,4601009100,전라남도 광주시 효령동,폐지
25490,4601009200,전라남도 광주시 용전동,폐지
25491,4601009300,전라남도 광주시 용강동,폐지
25492,4601009400,전라남도 광주시 생용동,폐지
25493,4601009500,전라남도 광주시 월출동,폐지
25494,4601009600,전라남도 광주시 대촌동,폐지
25495,4601009700,전라남도 광주시 오룡동,폐지
25496,4601009800,전라남도 광주시 사동,폐지
25497,4601009900,전라남도 광주시 구동,폐지
25498,4601010000,전라남도 광주시 서호동,폐지
25499,4601010100,전라남도 광주시 신호동,폐지
25500,4601010200,전라남도 광주시 방하동,폐지
25501,4601010300,전라남도 광주시 송석동,폐지
25502,4601010400,전라남도 광주시 등용동,폐지
25503,4601010500,전라남도 광주시 학승동,폐지
25504,4601010600,전라남도 광주시 덕의리,폐지
25505,4601010700,전라남도 광주시 충효리,폐지
25506,4601010800,전라남도 광주시 금곡리,폐지
25507,4601010900,전라남도 광주시 본촌리,폐지
25508,4601011000,전라남도 광주시 일곡리,폐지
25509,4601011100,전라남도 광주시 양산리,폐지
25510,4601011200,전라남도 광주시 연제리,폐지
25511,4601011300,전라남도 광주시 신용리,폐지
25512,4601011400,전라남도 광주시 용수리,폐지
25513,4601011500,전라남도 광주시 지야리,폐지
25514,4601011600,전라남도 광주시 태령리,폐지
25515,4601011700,전라남도 광주시 수곡리,폐지
25516,4601011800,전라남도 광주시 효령리,폐지
25517,4601011900,전라남도 광주시 용전리,폐지
25518,4601012000,전라남도 광주시 용강리,폐지
25519,4601012100,전라남도 광주시 생용리,폐지
25520,4601012200,전라남도 광주시 월출리,폐지
25521,4601012300,전라남도 광주시 대촌리,폐지
25522,4601012400,전라남도 광주시 오룡리,폐지
25523,4601100000,전라남도 광주시 동구,폐지
25524,4601100100,전라남도 광주시 동구 대인동,폐지
25525,4601100200,전라남도 광주시 동구 금남로5가동,폐지
25526,4601100300,전라남도 광주시 동구 충장로5가동,폐지
25527,4601100400,전라남도 광주시 동구 수기동,폐지
25528,4601100500,전라남도 광주시 동구 대의동,폐지
25529,4601100600,전라남도 광주시 동구 궁동,폐지
25530,4601100700,전라남도 광주시 동구 장동,폐지
25531,4601100800,전라남도 광주시 동구 동명동,폐지
25532,4601100900,전라남도 광주시 동구 계림동,폐지
25533,4601101000,전라남도 광주시 동구 산수동,폐지
25534,4601101100,전라남도 광주시 동구 지산동,폐지
25535,4601101200,전라남도 광주시 동구 남동,폐지
25536,4601101300,전라남도 광주시 동구 금동,폐지
25537,4601101400,전라남도 광주시 동구 광산동,폐지
25538,4601101500,전라남도 광주시 동구 충장로1가동,폐지
25539,4601101600,전라남도 광주시 동구 충장로2가동,폐지
25540,4601101700,전라남도 광주시 동구 충장로3가동,폐지
25541,4601101800,전라남도 광주시 동구 충장로4가동,폐지
25542,4601101900,전라남도 광주시 동구 금남로1가동,폐지
25543,4601102000,전라남도 광주시 동구 금남로2가동,폐지
25544,4601102100,전라남도 광주시 동구 금남로3가동,폐지
25545,4601102200,전라남도 광주시 동구 금남로4가동,폐지
25546,4601102300,전라남도 광주시 동구 호남동,폐지
25547,4601102400,전라남도 광주시 동구 황금동,폐지
25548,4601102500,전라남도 광주시 동구 불로동,폐지
25549,4601102600,전라남도 광주시 동구 서석동,폐지
25550,4601102700,전라남도 광주시 동구 학동,폐지
25551,4601102800,전라남도 광주시 동구 운림동,폐지
25552,4601102900,전라남도 광주시 동구 소태동,폐지
25553,4601103000,전라남도 광주시 동구 용연동,폐지
25554,4601103100,전라남도 광주시 동구 월남동,폐지
25555,4601103200,전라남도 광주시 동구 선교동,폐지
25556,4601103300,전라남도 광주시 동구 내남동,폐지
25557,4601103400,전라남도 광주시 동구 용산동,폐지
25558,4601103500,전라남도 광주시 동구 중흥동,폐지
25559,4601103600,전라남도 광주시 동구 양림동,폐지
25560,4601103700,전라남도 광주시 동구 방림동,폐지
25561,4601103800,전라남도 광주시 동구 우산동,폐지
25562,4601103900,전라남도 광주시 동구 풍향동,폐지
25563,4601104000,전라남도 광주시 동구 두암동,폐지
25564,4601104100,전라남도 광주시 동구 각화동,폐지
25565,4601104200,전라남도 광주시 동구 문흥동,폐지
25566,4601104300,전라남도 광주시 동구 오치동,폐지
25567,4601104400,전라남도 광주시 동구 삼각동,폐지
25568,4601104500,전라남도 광주시 동구 매곡동,폐지
25569,4601104600,전라남도 광주시 동구 덕의동,폐지
25570,4601104700,전라남도 광주시 동구 충효동,폐지
25571,4601104800,전라남도 광주시 동구 금곡동,폐지
25572,4601104900,전라남도 광주시 동구 망월동,폐지
25573,4601105000,전라남도 광주시 동구 청풍동,폐지
25574,4601105100,전라남도 광주시 동구 화암동,폐지
25575,4601105200,전라남도 광주시 동구 장등동,폐지
25576,4601105300,전라남도 광주시 동구 운정동,폐지
25577,4601200000,전라남도 광주시 서구,폐지
25578,4601200100,전라남도 광주시 서구 양림동,폐지
25579,4601200200,전라남도 광주시 서구 방림동,폐지
25580,4601200300,전라남도 광주시 서구 봉선동,폐지
25581,4601200400,전라남도 광주시 서구 사동,폐지
25582,4601200500,전라남도 광주시 서구 서동,폐지
25583,4601200600,전라남도 광주시 서구 양동,폐지
25584,4601200700,전라남도 광주시 서구 월산동,폐지
25585,4601200800,전라남도 광주시 서구 농성동,폐지
25586,4601200900,전라남도 광주시 서구 백운동,폐지
25587,4601201000,전라남도 광주시 서구 주월동,폐지
25588,4601201100,전라남도 광주시 서구 노대동,폐지
25589,4601201200,전라남도 광주시 서구 진월동,폐지
25590,4601201300,전라남도 광주시 서구 덕남동,폐지
25591,4601201400,전라남도 광주시 서구 행암동,폐지
25592,4601201500,전라남도 광주시 서구 임암동,폐지
25593,4601201600,전라남도 광주시 서구 송하동,폐지
25594,4601201700,전라남도 광주시 서구 광천동,폐지
25595,4601201800,전라남도 광주시 서구 유촌동,폐지
25596,4601201900,전라남도 광주시 서구 덕흥동,폐지
25597,4601202000,전라남도 광주시 서구 동림동,폐지
25598,4601202100,전라남도 광주시 서구 치평동,폐지
25599,4601202200,전라남도 광주시 서구 내방동,폐지
25600,4601202300,전라남도 광주시 서구 쌍촌동,폐지
25601,4601202400,전라남도 광주시 서구 화정동,폐지
25602,4601202500,전라남도 광주시 서구 유동,폐지
25603,4601202600,전라남도 광주시 서구 누문동,폐지
25604,4601202700,전라남도 광주시 서구 북동,폐지
25605,4601202800,전라남도 광주시 서구 임동,폐지
25606,4601202900,전라남도 광주시 서구 신안동,폐지
25607,4601203000,전라남도 광주시 서구 용봉동,폐지
25608,4601203100,전라남도 광주시 서구 운암동,폐지
25609,4601203200,전라남도 광주시 서구 본촌동,폐지
25610,4601203300,전라남도 광주시 서구 일곡동,폐지
25611,4601203400,전라남도 광주시 서구 양산동,폐지
25612,4601203500,전라남도 광주시 서구 연제동,폐지
25613,4601203600,전라남도 광주시 서구 신용동,폐지
25614,4601203700,전라남도 광주시 서구 용두동,폐지
25615,4601203800,전라남도 광주시 서구 지야동,폐지
25616,4601203900,전라남도 광주시 서구 태령동,폐지
25617,4601204000,전라남도 광주시 서구 수곡동,폐지
25618,4601204100,전라남도 광주시 서구 효령동,폐지
25619,4601204200,전라남도 광주시 서구 용전동,폐지
25620,4601204300,전라남도 광주시 서구 용강동,폐지
25621,4601204400,전라남도 광주시 서구 생용동,폐지
25622,4601204500,전라남도 광주시 서구 월출동,폐지
25623,4601204600,전라남도 광주시 서구 대촌동,폐지
25624,4601204700,전라남도 광주시 서구 오룡동,폐지
25625,4601204800,전라남도 광주시 서구 구동,폐지
25626,4601300000,전라남도 광주시 북구,폐지
25627,4601300100,전라남도 광주시 북구 중흥동,폐지
25628,4601300200,전라남도 광주시 북구 유동,폐지
25629,4601300300,전라남도 광주시 북구 누문동,폐지
25630,4601300400,전라남도 광주시 북구 북동,폐지
25631,4601300500,전라남도 광주시 북구 임동,폐지
25632,4601300600,전라남도 광주시 북구 신안동,폐지
25633,4601300700,전라남도 광주시 북구 용봉동,폐지
25634,4601300800,전라남도 광주시 북구 운암동,폐지
25635,4601300900,전라남도 광주시 북구 동림동,폐지
25636,4601301000,전라남도 광주시 북구 우산동,폐지
25637,4601301100,전라남도 광주시 북구 풍향동,폐지
25638,4601301200,전라남도 광주시 북구 두암동,폐지
25639,4601301300,전라남도 광주시 북구 각화동,폐지
25640,4601301400,전라남도 광주시 북구 문흥동,폐지
25641,4601301500,전라남도 광주시 북구 오치동,폐지
25642,4601301600,전라남도 광주시 북구 삼각동,폐지
25643,4601301700,전라남도 광주시 북구 매곡동,폐지
25644,4601301800,전라남도 광주시 북구 덕의동,폐지
25645,4601301900,전라남도 광주시 북구 충효동,폐지
25646,4601302000,전라남도 광주시 북구 금곡동,폐지
25647,4601302100,전라남도 광주시 북구 망월동,폐지
25648,4601302200,전라남도 광주시 북구 청풍동,폐지
25649,4601302300,전라남도 광주시 북구 화암동,폐지
25650,4601302400,전라남도 광주시 북구 장등동,폐지
25651,4601302500,전라남도 광주시 북구 운정동,폐지
25652,4601302600,전라남도 광주시 북구 본촌동,폐지
25653,4601302700,전라남도 광주시 북구 일곡동,폐지
25654,4601302800,전라남도 광주시 북구 양산동,폐지
25655,4601302900,전라남도 광주시 북구 연제동,폐지
